ampm,borough,cause,type,date,message,subject,time,hours,minutes,train,,,
AM,MANH,signal problems,train,11/16/19,"Northbound 1, 2, and 3 trains are delayed while we work to address a signal problem at 96 St.

Reminder: Northbound 1 trains are running express from Times Sq-42 St to 96 St while we perform scheduled track maintenance.",manh 1 2 and 3 trains signal problem,9:53:28,9,53,1,,,
PM,MANH,track fire,other,11/16/19,Northbound 1 trains are ending at 96 St while FDNY extinguishes a track fire near 137 St-City College.,manh 1 trains track fire,7:44:08,7,44,1,,,
AM,MANH,track maintenance,train,11/16/19,Southbound 1 trains are delayed while we conduct track maintenance at 168 St.,manh 1 train track maintenance,3:01:34,3,1,1,,,
PM,MANH,brake activation,train,11/16/19,Southbound 2 and 3 trains are delayed while we investigate why a train's brakes were activated at Times Sq-42 St.,manh 2 and 3 trains brake activation,2:24:54,2,24,2,,,
AM,MANH,maintenance,train,11/16/19,"Downtown 2 trains are running on the express track from 96 St to Times Square-42 St while crews perform signal maintenance work at 96 St. 

For service to/from bypassed stations, take a downtown 1 train.",manh 2 trains signal maintenance work,3:58:57,3,58,2,,,
AM,MANH,maintenance,train,11/16/19,Southbound 2 trains are running on the express track from 96 St to Times Sq-42 St because of signal maintenance.,manh 2 train signal maintenance,2:08:46,2,8,2,,,
AM,MANH,medical problems,person,11/16/19,Southbound 2 and 3 trains are running on the local track from 96 St to 72 St while we request medical help for someone at 96 St.,manh 2 and 3 trains medical help,8:18:27,8,18,2,,,
PM,BX,switch problems,train,11/16/19,Northbound 2 and 5 trains are delayed while our crews work to correct a switch problem at 149 St-Grand Concourse.,bx 2 and 5 trains switch problem,9:18:04,9,18,2,,,
PM,MANH,brake activation,train,11/16/19,Southbound 4 and 5 trains are running local from 125 St to Grand Central-42 St while we investigate why a train's brakes were activated at 59 St.,manh 4 and 5 trains brake activation,7:05:52,7,5,4,,,
AM,MANH,brake activation,train,11/16/19,Southbound 4 trains are running local from 14 St-Union Sq to Brooklyn Bridge-City Hall while crews investigate a train that had its brake activation at 14 St.,manh 4 trains brake activation,12:28:28,12,28,4,,,
AM,MANH,sick passenger,person,11/16/19,"Northbound 4 and 6 trains are running on the express track from Grand Central-42 St to 125 St while we get EMS assistance for a customer at 77 St.

For service to/from the bypassed stations, take a southbound train.

*Trains will be arriving on the lower level at 86 St and 59 St.",manh 4 and 6 trains sick customer,12:51:00,12,51,4,,,
AM,MANH,switch problems,train,11/16/19,"Southbound 4 trains are running on the express track from 125 St to Brooklyn Bridge-City Hall while our crews work to repair a switch malfunction at 125 St.

Trains will be arriving on the lower level at 86 St and 59 St.",manh 4 train switch malfunction,12:03:01,12,3,4,,,
AM,MANH,switch problems,train,11/16/19,Southbound 4 and 6 trains are delayed because of a switch malfunction at Brooklyn Bridge-City Hall.,manh 4 and 6 trains switch malfunction,5:52:40,5,52,4,,,
PM,MANH,brake activation,train,11/16/19,Southbound 5 trains are proceeding with delays after we moved a train that had its brake activation at 59 St,manh 5 train brake activation,7:38:53,7,38,5,,,
AM,BX,door problems,train,11/16/19,You may experience longer than expected wait times for southbound 6 trains after we removed a train with door problems from service at Westchester Sq-East Tremont Av.,bx 6 trains train with door problem,10:05:06,10,5,6,,,
AM,BX,rail replacement,train,11/16/19,Pelham Bay Park-bound 6 trains are delayed while our crews perform rail replacement near East 143 St-St Mary's St.,bx 6 trains rail replacement,1:59:12,1,59,6,,,
AM,MANH,disruptive passenger,person,11/16/19,Northbound 6 trains are delayed while NYPD responds to a report of a disruptive passenger at 77 St.,manh 6 train unruly person,10:34:03,10,34,6,,,
AM,MANH,brake activation,train,11/16/19,7 trains are delayed in both directions while we investigate why a trains brakes were activated in the tunnel between Grand Central-42 St and Vernon Blvd-Jackson Av.,manh 7 trains brake activation,4:03:02,4,3,7,,,
AM,QNS,track maintenance,train,11/16/19,Expect longer wait times for 7 trains in both directions following track maintenance between Grand Central-42 St and Hunters Point Av.,qns 7 trains track maintenance,5:35:03,5,35,7,,,
AM,QNS,unsanitary train,person,11/16/19,34 St-bound 7 trains are delayed while we isolate a soiled car at 74 St-Broadway.,qns 7 train isolated car,2:11:52,2,11,7,,,
PM,BKLYN,door problems,train,11/16/19,Northbound A trains are delayed because of a train with door problems at Euclid Av.,bklyn a trains door problems,10:25:22,10,25,A,,,
AM,BKLYN,police activity,person,11/16/19,Northbound A trains are delayed because of police activity at Liberty Av.,bklyn a trains police activity,1:20:06,1,20,A,,,
PM,MANH,signal problems,train,11/16/19,Northbound A trains are delayed while we investigate a signal problem at 190 St.,manh a train signal problem,6:24:16,6,24,A,,,
AM,BKLYN,struck by train,person,11/16/19,"There are delays and multiple impacts to A and C train service because someone was struck by a train at Utica Av.

A trains are running on the local track between Hoyt-Schermerhorn St and Euclid Av in both directions.

A and C trains are bypassing Utica Av in both directions.

Expect delays in A and C service in both directions.",bklyn a and c trains person struck by train,8:07:56,8,7,A,,,
AM,QNS,unsanitary train,person,11/16/19,Expect delays in northbound A service while we remove a train from service at Beach-67 St.,qns a train isolated train,3:13:54,3,13,A,,,
PM,MANH,unsanitary train,person,11/16/19,Southbound A trains are running with delays while we remove a soiled train car from service at 59 St.,manh a train soiled train,6:27:53,6,27,A,,,
AM,BKLYN,congestion,person,11/16/19,Southbound D and N trains are running at slower speeds because of congestion along the 4 Av corridor and R trains ending at 9 Av on the D line.,bklyn d n and r trains congestion,12:39:58,12,39,D,,,
PM,BKLYN,mechanical problems,train,11/16/19,"Northbound D and N trains are running express from 36 St to Atlantic Av-Barclays Center and bypassing DeKalb Av because of a work train with a mechanical problem at Atlantic Av-Barclays Center. 

For bypassed stations, take a southbound train.",bklyn d and n trains mechanical problem,11:32:32,11,32,D,,,
PM,BX,police activity,person,11/16/19,Southbound D trains are proceeding with delays after police responded to a report of disruptive passengers at Kingsbridge Rd.,bx d trains police activity,10:37:21,10,37,D,,,
AM,BX,sick passenger,person,11/16/19,Southbound D trains are delayed while we get EMS assistance for a customer at 167 St.,bx d trains sick customer,3:10:48,3,10,D,,,
AM,QNS,investigation,person,11/16/19,179 St-bound E and F trains are delayed while NYPD conducts an investigation at Jackson Hts-Roosevelt Av.,qns e and f trains nypd investigation,9:04:48,9,4,E,,,
AM,QNS,switch problems,train,11/16/19,"There is no E and F train service in both directions between Forest Hills-71 Av and Jamaica-179 St because of a switch malfunction near 169 St. 

For continuing service, consider taking Q43, Q44-SBS, Q60 and E shuttle bus service.",qns e and f trains switch malfunction,5:20:00,5,20,E,,,
AM,BKLYN,rail replacement,train,11/16/19,"Southbound F and G trains are running on the express track from Smith-9 Sts to Church Av while we our crews replace rails at Church Av.

For service to/from the bypassed stations, take a northbound train.",bklyn f and g trains rail replacement,1:51:51,1,51,F,,,
PM,BKLYN,sick passenger,person,11/16/19,Southbound F and G trains are delayed while we request EMS assistance for someone at Carroll St.,bklyn f and g trains sick passenger,3:04:49,3,4,F,,,
AM,BKLYN,brake activation,train,11/16/19,Northbound G trains are delayed while we investigate why a train's brakes was activated at Clinton-Washington Avs.,bklyn g train brake activation,6:51:59,6,51,G,,,
PM,BKLYN,sick passenger,person,11/16/19,Broad St-bound J trains are delayed while we get EMS assistance for a customer at Chauncey St.,bklyn j trains sick customer,11:02:02,11,2,J,,,
PM,BKLYN,brake activation,train,11/16/19,Brooklyn-bound L trains are ending at Broadway Junction while we investigate why a train's brakes were activated at that station.,bklyn l trains brake activation,9:31:56,9,31,L,,,
AM,MANH,signal problems,train,11/16/19,Some Union Square-bound L trains are ending at Lorimer St because of a signal problem at 14 St-Union Square.,manh l trains signal problem,2:15:28,2,15,L,,,
AM,QNS,signal malfunction,train,11/16/19,Northbound N trains are running at slower speeds because of a signal malfunction north of Queensboro Plaza.,qns n trains signal malfunction,2:21:23,2,21,N,,,
AM,BKLYN,ems help,person,11/16/19,Southbound Q trains are delayed while get EMS assistance for a customer at Kings Hwy.,bklyn q trains ems assistance,2:44:16,2,44,Q,,,
PM,BKLYN,disruptive passenger,person,11/16/19,Northbound R trains are delayed while NYPD responds to a disruptive passenger at at DeKalb Av.,bklyn r trains disruptive passenger,8:37:51,8,37,R,,,
PM,BKLYN,police activity,person,11/16/19,R trains are delayed in both directions while police respond to a report of disruptive passengers at 9 Av.,bklyn r trains police activity,11:36:38,11,36,R,,,
PM,BKLYN,investigation,person,11/16/19,"There is no Franklin Av S service in either direction while NYPD completes an investigation at Franklin Av.

For continued service, consider taking a B48 bus.",bklyn franklin av shuttle nypd investigation,8:12:45,8,12,S,,,
AM,QNS,switch problems,train,11/16/19,"Some northbound N trains end at Queensboro Plaza while we respond to a switch problem at Astoria-Ditmars Blvd.

Expect longer wait times for Astoria-bound N trains.",qns qn train switch problem,10:44:33,10,44,N,,,
PM,MANH,brake activation,train,11/17/19,Southbound 1 trains are delayed while our crews investigate a train that had its brake activation at 181 St.,manh 1 trains brake activation,10:47:40,10,47,1,,,
PM,MANH,brake activation,train,11/17/19,1 trains are running with delays in both directions while we investigate why a train's brakes were activated at South Ferry.,manh 1 trains brake activation,8:08:29,8,8,1,,,
AM,MANH,track maintenance,train,11/17/19,Northbound 1 trains are delayed while we conduct track maintenance at 116 St-Columbia Universtiy.,manh 1 train track maintenance,1:29:02,1,29,1,,,
AM,MANH,track maintenance,train,11/17/19,"Bronx-bound 1 and 2 trains are running on the express track from Chambers St to 14 St because of track maintenance work at Houston St and 14 St. 

For service to/from bypassed stations, take a downtown train.",manh 1 and 2 trains track maintenance work,3:00:00,3,0,1,,,
PM,BKLYN,door problems,train,11/17/19,Northbound 2 and 3 trains are delayed while we investigate a train with door problems at Hoyt St.,bklyn 2 and 3 trains door problem,12:31:47,12,31,2,,,
PM,BKLYN,injured person,person,11/17/19,Southbound 2 trains are running with delays while we request police and EMS assistance for an injured passenger at Church Av.,bklyn 2 trains injured passenger,5:49:03,5,49,2,,,
PM,BKLYN,mechanical problems,train,11/17/19,Northbound 2 trains are delayed while we investigate a train with mechanical problems at Flatbush Av.,bklyn 2 train mechanical problems,12:32:49,12,32,2,,,
PM,MANH,sick passenger,person,11/17/19,Northbound 2 and 3 trains are running on the local track from Times Sq-42 St to 96 St while we get EMS assistance for a customer at 72 St.,manh 2 and 3 trains sick customer,11:19:20,11,19,2,,,
AM,MANH,struck by train,person,11/17/19,Southbound 2 trains are delayed while emergency teams respond to someone struck by a train at 116 St-Columbia University.,manh 2 train person struck by train,8:08:50,8,8,2,,,
AM,MANH,track maintenance,train,11/17/19,Southbound 2 and 3 trains are delayed because of track maintenance at 96 St.,manh 2 and 3 trains track maintenance,1:27:14,1,27,2,,,
AM,MANH,police activity,person,11/17/19,Southbound 3 trains are delayed in both directions while we request police assistance at Times Sq-42 St.,manh 3 trains police activity,1:02:42,1,2,3,,,
PM,BX,switch problems,train,11/17/19,"4 Trains are delayed in both directions because of a switch problem at Woodlawn. Northbound 4 trains are stopping at Kingsbridge Rd.

See a station agent to request a courtesy pass for alternate northbound bus service at Kingsbridge Rd.",bx 4 train switch problem,12:15:41,12,15,4,,,
AM,MANH,unauthorized person,person,11/17/19,"Uptown 4 and 6 trains are running on the express track from Grand Central-42 St to 125 St while we remove power for police to remove an unauthorized person on the tracks at 96 St.

During this time, trains will stop at the lower-level platforms at 59 St and 86 St. 

For service to/from bypassed stations, take a downtown train.",manh 4 and 6 trains unauthorized person on the tracks,5:40:28,5,40,4,,,
PM,MANH,brake activation,train,11/17/19,Northbound 6 trains are running with delays while we investigate why a train's brakes were activated at Brooklyn Bridge-City Hall.,manh 6 trains brake activation,2:45:00,2,45,6,,,
PM,MANH,door problems,train,11/17/19,You may experience longer than expected wait times for northbound 6 trains after we removed a train with door problems from service at Brooklyn Bridge.,manh 6 trains train with door problems,12:09:29,12,9,6,,,
AM,BKLYN,police activity,person,11/17/19,Southbound A trains are delayed while we request police assistance for disruptive passenger at Jay St-MetroTech.,bklyn a trains police activity,5:58:09,5,58,A,,,
AM,BKLYN,sick passenger,person,11/17/19,Southbound A trains are running with delays while we request EMS assistance for a customer at Euclid Av.,bklyn a trains sick customer,1:42:06,1,42,A,,,
PM,MANH,person on tracks,person,11/17/19,"Southbound C trains are running on the express track from 59 St-Columbus Circle to Canal St and southbound E trains are running on the express track from 42 St-Port Authority to Canal St while we investigate reports of someone on the tracks at W 4 St-Washington Sq. 

For service to/from bypassed stops, take a northbound train.",manh c and e trains person on tracks,7:26:16,7,26,C,,,
AM,MANH,sick passenger,person,11/17/19,Northbound D trains are delayed while we request EMS to assist a sick passenger at W 4 St.,manh d train sick passenger,8:40:19,8,40,D,,,
AM,BKLYN,removed a train from service,train,11/17/19,Coney Island-bound F trains are delayed while we remove a train from service at Jay St-MetroTech.,bklyn f train train removal,1:53:38,1,53,F,,,
AM,MANH,unauthorized person,person,11/17/19,You may experience longer waits in northbound F train service after we responded to an unauthorized person on the tracks at 2 Av.,manh f train person on the track,8:42:45,8,42,F,,,
PM,,investigation,person,11/17/19,Expect longer wait times for L train service in both directions after an earlier investigation between Myrtle-Wyckoff Avs  and Broadway Junction.,bkyln l train investigation,5:36:07,5,36,L,,,
PM,MANH,medical problems,person,11/17/19,L trains are running with delays in both directions while we request EMS assistance for someone at 14 St-Union Sq.,manh l trains medical assistance,8:10:05,8,10,L,,,
PM,MANH,brake activation,train,11/17/19,Northbound N and R trains are delayed while we investigate why a train's brakes were activated at Lexington Av/59 St.,manh n and r trains brake activation,1:21:09,1,21,N,,,
PM,MANH,disruptive passenger,person,11/17/19,Southbound N and R trains are delayed while we request police assistance for a disruptive person at 57 St-7 Av.,manh n and r trains disruptive person,12:49:29,12,49,N,,,
PM,MANH,ems help,person,11/17/19,Northbound N trains are delayed while we request EMS assistance for a sick customer at 14 St-Union Sq.,manh n train ems assistance,10:14:20,10,14,N,,,
PM,QNS,maintenance,train,11/17/19,N trains are delayed in both directions while our crews perform switch maintenance at Ditmars Blvd.,qns n train signal maintenance,12:11:28,12,11,N,,,
PM,BKLYN,nypd activity,person,11/17/19,Expect longer wait times for northbound N trains while we request NYPD assistance for a disruptive passenger at DeKalb Av.,bklyn n train nypd assistance,10:24:51,10,24,N,,,
PM,QNS,police assistance,person,11/17/19,N trains are running with delays in both directions while we request police assistance at Astoria-Ditmars Blvd.,qns n trains police assistance,8:12:15,8,12,N,,,
PM,BKLYN,door problems,train,11/17/19,Southbound R trains are proceeding with delays in  Brooklyn after we removed a train with door problems from service at Atlantic Av-Barclays Ctr.,bklyn r trains train with door problems,12:03:27,12,3,R,,,
AM,BKLYN,nypd activity,person,11/17/19,Northbound R trains are proceeding with delays after NYPD completed an investigation at Atlantic Av-Barclays Ctr.,bklyn r,10:40:07,10,40,R,,,
PM,MANH,investigation,person,11/18/19,Expect longer wait times in northbound 1 train service after NYPD concluded an investigation at 28 St.,manh 1 trains nypd investigation-earlier incident,2:35:58,2,35,1,,,
AM,MANH,rail replacement,train,11/18/19,Southbound 1 trains are delayed while we replace rails at Chambers St.,manh 1 train rail replacement,1:43:09,1,43,1,,,
AM,MANH,track maintenance,train,11/18/19,"Northbound 1 and 2 trains are running on the express track from 72 St to 96 St because of track maintenance at 96 St.

For service to/from the bypassed stations, take a northbound train.",manh 1 and 2 trains track maintenance,4:02:50,4,2,1,,,
PM,MANH,unauthorized person,person,11/18/19,"Southbound 1 trains are running express from 14 St to Chambers St while we request NYPD assistance with an unauthorized person on the tracks at Christopher St-Sheridan Sq.

For service to/from bypassed stations, use northbound 1 trains.",manh 1 trains unauthorized person on tracks,4:50:55,4,50,1,,,
AM,MANH,medical problems,person,11/18/19,"Southbound 2 and 3 trains are running on the local track from 72 St to Times Sq-42 St while we remove a train from service at 72 St so the crew can wait with a customer who needs medical help.

Expect delays in southbound service.",manh 2 and 3 trains medical help,8:01:22,8,1,2,,,
AM,BX,medical problems,person,11/18/19,Southbound 2 and 5 trains are delayed while we get medical help for someone at 149 St-Grand Concourse.,bx 2 and 5 trains medical help,9:07:25,9,7,2,,,
PM,MANH,removed a train from service,train,11/18/19,Expect longer wait times for southbound 2 and 3 trains after we removed a train with mechanical problems from service at 34 St-Penn Station.,manh 2 and 3 trains train removed from service,3:18:13,3,18,2,,,
PM,BX,signal malfunction,train,11/18/19,Southbound 2 trains are moving at slower speeds near 219 St because of a signal malfunction at that station.,bx 2 trains signal malfunction,5:03:55,5,3,2,,,
AM,BX,switch problems,train,11/18/19,Expect longer wait time for southbound 2 trains while we work to correct a switch problem at 125 St and Lexington Av.,bx 2 trains switch problem,9:32:31,9,32,2,,,
PM,MANH,unauthorized person,person,11/18/19,Expect delays in southbound 2 and 3 train service as they share the track with 1 trains while we request NYPD assistance with an unauthorized person on the tracks at Christopher St-Sheridan Sq.,manh 2 and 3 trains unauthorized person on tracks,4:54:04,4,54,2,,,
AM,MANH,unauthorized person,person,11/18/19,Northbound 2 and 3 trains are proceeding with delays after an unauthorized person left the tracks near 110 St.,manh 2 and 3 trains unauthorized person on the tracks,10:51:44,10,51,2,,,
AM,MANH,medical problems,person,11/18/19,Southbound 4 and 5 trains are proceeding with delays after we held a train with someone who needed medical assistance at Grand Central-42 St.,manh 4 and 5 trains medical assistance,10:13:48,10,13,4,,,
AM,BX,brake activation,train,11/18/19,Southbound 6 trains are holding in the stations while we investigate why a train's brakes were activated at 3 Av-138 St.,bx 6 trains brake activation,7:19:53,7,19,6,,,
PM,MANH,medical problems,person,11/18/19,Southbound 6 trains are stopping along the 4 line from Brooklyn Bridge-City Hall and are ending at Bowling Green while we request EMS assistance for someone at Brooklyn Bridge-City Hall.,manh 6 trains medical assistance,5:11:00,5,11,6,,,
AM,MANH,medical problems,person,11/18/19,Northbound 6 trains are holding in the stations while we get medical help for a passenger at 96 St.,manh 6 trains medical assistance,8:08:35,8,8,6,,,
PM,MANH,sick passenger,person,11/18/19,"Southbound 6 trains are running on the express track from 125 St to Grand Central-42 St while we get EMS assistance for a customer at 103 St.

For service to/from the bypassed stations, take a northbound train.",manh 6 trains sick customer,10:33:59,10,33,6,,,
AM,BX,switch problems,train,11/18/19,There are no southbound 6 express trains in the Bronx while we work to correct a switch problem at 125 St.,bx 6 trains switch problem,9:20:09,9,20,6,,,
PM,MANH,work trains,train,11/18/19,"Southbound 6 trains are running on the express track from Grand Central-42 St to 14 St-Union Sq because of a stalled work train at 42 St.

For service to/from the bypassed stations, take a northbound train.",manh 6 trains stalled work train,11:35:06,11,35,6,,,
AM,,network communications issue,train,11/18/19,7 trains are running with delays in both directions because of network communication issues.,qns/manh 7 trains network communication issues,1:31:07,1,31,7,,,
PM,BKLYN,signal malfunction,train,11/18/19,Expect longer wait times for northbound A and C trains following an earlier signal malfunction at High St.,bklyn a and c trains signal malfunction,2:18:33,2,18,A,,,
PM,QNS,signal problems,train,11/18/19,"A service is suspended between Lefferts Blvd-Ozone Park and Rockaway Blvd in both directions because of a signal problem at Rockaway Blvd.

Expect delays in both directions.

Please see a station agent to receive a courtesy pass for continuing subway or bus service.

For service between Rockaway Blvd and Lefferts Blvd, use nearby Q8 bus service.

Also consider using crosstown buses to reach the J line:
*111 St: Take Q37 bus service to/from 111 St J.
*Lefferts Blvd-Ozone Park: Take Q10 bus service to/from 121 St J.",qns a train signal problem,1:28:26,1,28,A,,,
AM,QNS,signal problems,train,11/18/19,"A service is suspended between Lefferts Blvd-Ozone Park and Rockaway Blvd in both directions because of a signal problem at Rockaway Blvd.

Expect delays in both directions.

Please see a station agent to receive a courtesy pass for continuing subway or bus service.

For service between Rockaway Blvd and Lefferts Blvd, use nearby Q8 bus service.

Also consider using crosstown buses to reach the J line:
*111 St: Take Q37 bus service to/from 111 St J.
*Lefferts Blvd-Ozone Park: Take Q10 bus service to/from 121 St J.",qns a train signal problem,9:46:40,9,46,A,,,
AM,MANH,unsanitary train,person,11/18/19,Northbound A and D trains are delayed while we isolate a car with a soiled interior at 59 St-Columbus Circle.,manh a and d trains soiled interior,10:23:50,10,23,A,,,
AM,BKLYN,brake activation,train,11/18/19,Expect delays on northbound B trains while they share the express tracks with Q trains as we investigate why a train's brakes were activated at Cortelyou Rd,bklyn b train brake activation,11:05:09,11,5,B,,,
AM,MANH,door problems,train,11/18/19,Northbound B and D trains are delayed while we investigate a door problem on a train at Grand St.,manh b and d trains door problem,6:40:11,6,40,B,,,
AM,BKLYN,medical problems,person,11/18/19,"Northbound B trains are running on the local track from Kings Hwy to Prospect Park while we get medical help from someone at Kings Hwy.

Expect delays in northbound service.",bklyn b train medical help,8:32:03,8,32,B,,,
AM,MANH,police activity,person,11/18/19,Southbound B D F and M trains are bypassing B'Way-Lafayette because of a police investigation at that station.,manh b d f and m trains police activity,5:25:40,5,25,B,,, m
AM,MANH,unauthorized person,person,11/18/19,"Southbound B and D trains are running on the local track from 34 St-Herald Sq to W 4 St-Wash Sq while we get NYPD for an unauthorized person in the track area at 34 St-Herald Sq.

Expect delays in southbound service.",manh b and d trains unauthorized person on the tracks,7:00:11,7,0,B,,,
PM,MANH,earlier incident,,11/18/19,Expect longer wait times for southbound C and E train service after we removed an earlier train with a door problem from service at W 4 St-Wash Sq.,manh c and e trains door problem-earlier incident,6:43:32,6,43,C,,,
AM,MANH,rail replacement,train,11/18/19,Bronx-bound D trains are running on the local track from 59 St-Columbus Circle to 135 St while our crews replace rails at 125 St.,manh d trains rail replacement,1:32:39,1,32,D,,,
AM,MANH,unauthorized person,person,11/18/19,Southbound D trains are proceeding with delays after police responded to reports of an unauthorized person on the tracks at B'Way-Lafayette.,manh d trains unauthorized person on the tracks,5:04:38,5,4,D,,,
AM,QNS,person on tracks,person,11/18/19,"Southbound E, M and R trains are delayed while we request EMS and NYPD assistance for a customer on the tracks at Steinway St.",qns e m and r trains customer on the tracks,5:33:11,5,33,E,,,
AM,MANH,earlier incident,,11/18/19,Expect longer waits for northbound E trains after some F and M trains were rerouted onto that line because of an unauthorized person on the tracks and a switch problem.,manh e train earlier incidents,8:20:44,8,20,E,,,
PM,QNS,mechanical problems,train,11/18/19,"There are delays and multiple impacts to southbound E, M and R service because of a train with mechanical problems at Forest Hills-71 Av.

Southbound E trains are running on the local track from Forest Hills-71 Av to Queens Plaza.

Manhattan-bound M and R trains are delayed while everything runs on the local track.",qns e m r trains mechanical problems,6:00:14,6,0,E,,,
AM,QNS,signal problems,train,11/18/19,E trains are delayed in both directions because of a signal problem at Jamaica Center-Parsons/Archer.,qns e train signal problem,6:45:40,6,45,E,,,
PM,BKLYN,mechanical problems,train,11/18/19,Northbound F trains are running on the local track from Kings Hwy to Ditmas Av while we work to move a train with mechanical problems at Kings Hwy.,bklyn f trains mechanical problems,5:43:32,5,43,F,,,
AM,MANH,switch problems,train,11/18/19,"There are multiple impacts and delays in F and M service because of a switch problem at 47-50 Sts Rockefeller Ctr.

There is no southbound service on the F line into Manhattan:

Some southbound F trains are running on the E line from Jackson Hts-Roosevelt Av to W 4 St-Wash Sq.

Some southbound F trains are running on the E line from Jackson Hts-Roosevelt Av to Court Sq and then on the G line to Bergen St.
Southbound M trains are running on the E line from 5 Av/53 St to W 4 St-Wash Sq.",manh f and m trains switch problem,7:34:23,7,34,F,,,
AM,MANH,unauthorized person,person,11/18/19,Customers on southbound F and M trains should expect delays while they share the local track with B and D trains as we get NYPD for an unauthorized person on the tracks at 34 St-Herald Sq.,manh f and m trains unauthorized person on the tracks,7:22:19,7,22,F,,,
PM,BKLYN,mechanical problems,train,11/18/19,Expect longer waits for a Court Square-bound G train while we remove a train with mechanical problems from service at Church Av.,bklyn g trains mechanical problem,8:30:02,8,30,G,,,
PM,BKLYN,rail repair,train,11/18/19,G trains are holding in stations in both directions while our crews perform urgent rail repairs near Bedford-Nostrand Avs.,bklyn g trains urgent rail repairs,8:47:43,8,47,G,,,
PM,BKLYN,disruptive passenger,person,11/18/19,You may experience longer waits for J and M trains in both directions after NYPD responded to disruptive passengers at Myrtle Av.,bklyn j and m trains disruptive passengers,9:11:42,9,11,J,,,
PM,QNS,signal problems,train,11/18/19,Jamaica Center-bound J trains are running at slower speeds while we work to correct a signal problem north of 111 St.,qns j trains signal problem,4:30:45,4,30,J,,,
AM,BKLYN,mechanical problems,train,11/18/19,Canarsie-bound L trains are delayed while we remove a train with a mechanical problem from service at Graham Av.,bklyn l train mechanical problem,9:19:54,9,19,L,,,
PM,BKLYN,signal malfunction,train,11/18/19,L trains are delayed in both directions while we work to correct a signal malfunction at Broadway Junction.,bklyn l trains signal malfunction,5:53:17,5,53,L,,,
PM,BKLYN,brake activation,train,11/18/19,Forest Hills-bound M trains are delayed while we reset a train's brakes after someone pulled the cord at Myrtle-Wyckoff Avs.,bklyn m trains pulled cord,5:13:23,5,13,M,,,
PM,MANH,signal problems,train,11/18/19,Metropolitan Av-bound M trains are delayed because of a signal problem at Essex St.,manh m train signal problem,1:15:57,1,15,M,,,
AM,BKLYN,brake activation,train,11/18/19,Northbound N trains are running on the express track from Kings Hwy to 8 Av while we investigate why a train's brakes were activated at 8 Av.,bklyn n trains brake activation,11:55:52,11,55,N,,,
AM,MANH,sick passenger,person,11/18/19,Northbound N trains are delayed while we get EMS assistance for a customer a Prince St.,manh n trains sick customer,4:18:58,4,18,N,,,
AM,BKLYN,brake activation,train,11/18/19,"Northbound Q trains are running express from Kings Hwy to Prospect Park while we investigate why a train's brakes were activated at Cortelyou Rd.

Expect delays in northbound service.

For service to/from bypassed stations, take a southbound train.",bklyn q train brake activation,11:01:58,11,1,Q,,,
AM,BKLYN,brake activation,train,11/18/19,"Southbound Q trains are running express from Prospect Park to Kings Hwy while we investigate why another train's brakes were activated at Cortelyou Rd.

Expect delays in southbound service.

For service to/from bypassed stations, take a northbound train.",bklyn q train brake activation,10:32:10,10,32,Q,,,
AM,BKLYN,brake activation,train,11/18/19,"Southbound Q trains are running express from Prospect Park to Kings Hwy while we investigate what activated a train's brakes at Cortelyou Rd.

Expect delays in southbound service.

For service to/from bypassed stations, take a northbound train.",bklyn q train brake activation,9:51:23,9,51,Q,,,
AM,BKLYN,medical problems,person,11/18/19,Customers on northbound Q trains should expect delays while they share the local track with B trains as we get medical help for someone at Kings Hwy.,bklyn q train medical help,8:36:56,8,36,Q,,,
PM,BKLYN,signal problems,train,11/18/19,Southbound R trains are running with delays in Brooklyn while we address a signal problem near Bay Ridge-95 St.,bklyn r trains signal problem,8:33:39,8,33,R,,,
AM,SI,slippery rails,other,11/18/19,SIR trains are running with delays in both directions because of slippery rail conditions.,si sir trains slippery rails,5:37:10,5,37,SIR,,,
AM,MANH,brake activation,train,11/19/19,Northbound 1 trains are proceeding with delays after someone pulled a train's emergency brake cord at 137 St-City College.,manh 1 trains brake activation,2:11:00,2,11,1,,,
AM,MANH,unsanitary train,person,11/19/19,Southbound 1 trains are delayed while we isolate a car with a soiled interior at 96 St.,manh 1 train soiled interior,7:28:05,7,28,1,,,
PM,BKLYN,brake activation,train,11/19/19,Southbound 2 and 5 trains are running with delays while we investigate why a train's brakes were activated at Church Av.,bklyn 2 and 5 trains brake activation,8:41:30,8,41,2,,,
PM,BX,unsanitary train,person,11/19/19,Northbound 2 and 5 trains are delayed while we remove a soiled car from service at 149 St-Grand Concourse.,bx 2 and 5 trains soiled car,9:23:05,9,23,2,,,
PM,MANH,medical problems,person,11/19/19,3 trains are delayed in both directions while we request medical assistance for someone at Harlem-148 St.,manh 3 trains medical assistance,5:47:45,5,47,3,,,
AM,MANH,rail replacement,train,11/19/19,Times Sq-bound 3 trains are running on the local track from 96 St to 72 St while crews replace rails at 72 St.,manh 3 trains rail replacement,2:17:28,2,17,3,,,
AM,MANH,rail replacement,train,11/19/19,Uptown 3 trains are running on the local track from 72 St to 96 St while crews replace rails at 72 St.,manh 3 trains rail replacement,1:20:17,1,20,3,,,
